ID;document;source
0;"Artículo 337.  
Los Presidentes de las Audiencias Provinciales serán nombrados por un período de 
cinco años renovable por un único mandato de otros cinco años, a propuesta del Consejo 
General del Poder Judicial, entre los magistrados que lo soliciten, de entre los que lleven 
diez años de servicios en la carrera.
Artículo 338.  
Los Presidentes de la Audiencia Nacional, de los Tribunales Superiores de Justicia, de 
las Audiencias, de Sala de la Audiencia Nacional y de Sala de los Tribunales Superiores de 
Justicia, cesarán por alguna de las causas siguientes:
1.º Por expiración de su mandato, salvo que sean confirmados por un único mandato de 
otros cinco años.
2.º Por dimisión, aceptada por el Consejo General.
3.º Por resolución acordada en expediente disciplinario.
Artículo 339.  
El Presidente de la Audiencia Nacional y los Presidentes de los Tribunales Superiores de 
Justicia, cuando cesen en el cargo, quedarán adscritos, a su elección, al Tribunal o 
Audiencia en que cesen o a aquél del que provinieran en su último destino, hasta la 
adjudicación de la plaza correspondiente del que hubieren elegido. Si hubieren agotado la";False
0;"refrendado por el Presidente del Gobierno.
5. El Presidente del Tribunal Supremo prestará juramento o promesa ante el Rey y 
tomará posesión de su cargo ante el Pleno de dicho Alto Tribunal.
Artículo 587.  
1. La duración del mandato del Presidente del Tribunal Supremo y del Consejo General 
del Poder Judicial coincidirá con la del Consejo que lo haya elegido.
2. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial podrá 
ser reelegido y nombrado, por una sola vez, para un nuevo mandato.
Artículo 588.  
1. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial cesará 
por las siguientes causas:CÓDIGO PROCESAL PENAL
§ 3  Ley Orgánica del Poder Judicial
– 416 –";False
0;"Artículo 208.  
1. El Presidente del Tribunal Supremo, el Presidente de la Audiencia Nacional y los 
Presidentes de los Tribunales Superiores de Justicia serán sustituidos por el Presidente de la 
Sala de la misma sede más antiguo en el cargo. No obstante, la Sala de Gobierno será 
convocada y presidida por el Presidente de Sala más antiguo en el cargo, aunque sea de 
distinta sede.
2. Los Presidentes de las Audiencias Provinciales serán sustituidos por el Presidente de 
Sección más antiguo o, si no las hubiere, por el Magistrado con mejor puesto en el 
escalafón.
3. Cuando la plantilla de la Audiencia no comprenda otra plaza que la de su Presidente, 
le sustituirá el Magistrado titular que se hallare en turno para acudir a completar la Audiencia.
Artículo 209.  
1. Los Presidentes de las Salas y de las Secciones serán sustituidos por el Magistrado 
con mejor puesto en el escalafón de la Sala o Sección de que se trate.
2. En caso de vacante, asumirá la presidencia de la Sala el Presidente de la Audiencia o 
Tribunal, si lo estimare procedente.
Artículo 210.  
1. Las sustituciones de jueces y magistrados en órganos judiciales unipersonales se";False
0;"1.ª Por haber expirado el término de su mandato, que se entenderá agotado, en todo 
caso, en la misma fecha en que concluya el del Consejo por el que hubiere sido elegido.
2.ª Por renuncia.
3.ª Por decisión del Pleno del Consejo General del Poder Judicial, a causa de notoria 
incapacidad o incumplimiento grave de los deberes del cargo, apreciados por tres quintos de 
sus miembros.
2. Las causas segunda y tercera de este artículo se comunicarán al Gobierno por 
mediación del Ministro de Justicia. En tales casos se procederá a nuevo nombramiento de 
Presidente del Tribunal Supremo y del Consejo General del Poder Judicial.
Artículo 589.  
1. En el primer Pleno ordinario del Consejo General del Poder Judicial posterior a la 
elección del Presidente del Tribunal Supremo y del Consejo General del Poder Judicial, se 
deberá elegir al Vicepresidente del Tribunal Supremo.
2. El Vicepresidente del Tribunal Supremo será nombrado, por mayoría absoluta, por el 
Pleno del Consejo General del Poder Judicial, a propuesta del Presidente. Para figurar en la 
propuesta será preciso tener la categoría de Magistrado del Tribunal Supremo, estar en";False
1;"Artículo 337.  
Los Presidentes de las Audiencias Provinciales serán nombrados por un período de 
cinco años renovable por un único mandato de otros cinco años, a propuesta del Consejo 
General del Poder Judicial, entre los magistrados que lo soliciten, de entre los que lleven 
diez años de servicios en la carrera.
Artículo 338.  
Los Presidentes de la Audiencia Nacional, de los Tribunales Superiores de Justicia, de 
las Audiencias, de Sala de la Audiencia Nacional y de Sala de los Tribunales Superiores de 
Justicia, cesarán por alguna de las causas siguientes:
1.º Por expiración de su mandato, salvo que sean confirmados por un único mandato de 
otros cinco años.
2.º Por dimisión, aceptada por el Consejo General.
3.º Por resolución acordada en expediente disciplinario.
Artículo 339.  
El Presidente de la Audiencia Nacional y los Presidentes de los Tribunales Superiores de 
Justicia, cuando cesen en el cargo, quedarán adscritos, a su elección, al Tribunal o 
Audiencia en que cesen o a aquél del que provinieran en su último destino, hasta la 
adjudicación de la plaza correspondiente del que hubieren elegido. Si hubieren agotado la";False
1;"refrendado por el Presidente del Gobierno.
5. El Presidente del Tribunal Supremo prestará juramento o promesa ante el Rey y 
tomará posesión de su cargo ante el Pleno de dicho Alto Tribunal.
Artículo 587.  
1. La duración del mandato del Presidente del Tribunal Supremo y del Consejo General 
del Poder Judicial coincidirá con la del Consejo que lo haya elegido.
2. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial podrá 
ser reelegido y nombrado, por una sola vez, para un nuevo mandato.
Artículo 588.  
1. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial cesará 
por las siguientes causas:CÓDIGO PROCESAL PENAL
§ 3  Ley Orgánica del Poder Judicial
– 416 –";False
1;"Artículo 208.  
1. El Presidente del Tribunal Supremo, el Presidente de la Audiencia Nacional y los 
Presidentes de los Tribunales Superiores de Justicia serán sustituidos por el Presidente de la 
Sala de la misma sede más antiguo en el cargo. No obstante, la Sala de Gobierno será 
convocada y presidida por el Presidente de Sala más antiguo en el cargo, aunque sea de 
distinta sede.
2. Los Presidentes de las Audiencias Provinciales serán sustituidos por el Presidente de 
Sección más antiguo o, si no las hubiere, por el Magistrado con mejor puesto en el 
escalafón.
3. Cuando la plantilla de la Audiencia no comprenda otra plaza que la de su Presidente, 
le sustituirá el Magistrado titular que se hallare en turno para acudir a completar la Audiencia.
Artículo 209.  
1. Los Presidentes de las Salas y de las Secciones serán sustituidos por el Magistrado 
con mejor puesto en el escalafón de la Sala o Sección de que se trate.
2. En caso de vacante, asumirá la presidencia de la Sala el Presidente de la Audiencia o 
Tribunal, si lo estimare procedente.
Artículo 210.  
1. Las sustituciones de jueces y magistrados en órganos judiciales unipersonales se";False
1;"1.ª Por haber expirado el término de su mandato, que se entenderá agotado, en todo 
caso, en la misma fecha en que concluya el del Consejo por el que hubiere sido elegido.
2.ª Por renuncia.
3.ª Por decisión del Pleno del Consejo General del Poder Judicial, a causa de notoria 
incapacidad o incumplimiento grave de los deberes del cargo, apreciados por tres quintos de 
sus miembros.
2. Las causas segunda y tercera de este artículo se comunicarán al Gobierno por 
mediación del Ministro de Justicia. En tales casos se procederá a nuevo nombramiento de 
Presidente del Tribunal Supremo y del Consejo General del Poder Judicial.
Artículo 589.  
1. En el primer Pleno ordinario del Consejo General del Poder Judicial posterior a la 
elección del Presidente del Tribunal Supremo y del Consejo General del Poder Judicial, se 
deberá elegir al Vicepresidente del Tribunal Supremo.
2. El Vicepresidente del Tribunal Supremo será nombrado, por mayoría absoluta, por el 
Pleno del Consejo General del Poder Judicial, a propuesta del Presidente. Para figurar en la 
propuesta será preciso tener la categoría de Magistrado del Tribunal Supremo, estar en";False
2;"Artículo 337.  
Los Presidentes de las Audiencias Provinciales serán nombrados por un período de 
cinco años renovable por un único mandato de otros cinco años, a propuesta del Consejo 
General del Poder Judicial, entre los magistrados que lo soliciten, de entre los que lleven 
diez años de servicios en la carrera.
Artículo 338.  
Los Presidentes de la Audiencia Nacional, de los Tribunales Superiores de Justicia, de 
las Audiencias, de Sala de la Audiencia Nacional y de Sala de los Tribunales Superiores de 
Justicia, cesarán por alguna de las causas siguientes:
1.º Por expiración de su mandato, salvo que sean confirmados por un único mandato de 
otros cinco años.
2.º Por dimisión, aceptada por el Consejo General.
3.º Por resolución acordada en expediente disciplinario.
Artículo 339.  
El Presidente de la Audiencia Nacional y los Presidentes de los Tribunales Superiores de 
Justicia, cuando cesen en el cargo, quedarán adscritos, a su elección, al Tribunal o 
Audiencia en que cesen o a aquél del que provinieran en su último destino, hasta la 
adjudicación de la plaza correspondiente del que hubieren elegido. Si hubieren agotado la";False
2;"refrendado por el Presidente del Gobierno.
5. El Presidente del Tribunal Supremo prestará juramento o promesa ante el Rey y 
tomará posesión de su cargo ante el Pleno de dicho Alto Tribunal.
Artículo 587.  
1. La duración del mandato del Presidente del Tribunal Supremo y del Consejo General 
del Poder Judicial coincidirá con la del Consejo que lo haya elegido.
2. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial podrá 
ser reelegido y nombrado, por una sola vez, para un nuevo mandato.
Artículo 588.  
1. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial cesará 
por las siguientes causas:CÓDIGO PROCESAL PENAL
§ 3  Ley Orgánica del Poder Judicial
– 416 –";False
2;"Artículo 208.  
1. El Presidente del Tribunal Supremo, el Presidente de la Audiencia Nacional y los 
Presidentes de los Tribunales Superiores de Justicia serán sustituidos por el Presidente de la 
Sala de la misma sede más antiguo en el cargo. No obstante, la Sala de Gobierno será 
convocada y presidida por el Presidente de Sala más antiguo en el cargo, aunque sea de 
distinta sede.
2. Los Presidentes de las Audiencias Provinciales serán sustituidos por el Presidente de 
Sección más antiguo o, si no las hubiere, por el Magistrado con mejor puesto en el 
escalafón.
3. Cuando la plantilla de la Audiencia no comprenda otra plaza que la de su Presidente, 
le sustituirá el Magistrado titular que se hallare en turno para acudir a completar la Audiencia.
Artículo 209.  
1. Los Presidentes de las Salas y de las Secciones serán sustituidos por el Magistrado 
con mejor puesto en el escalafón de la Sala o Sección de que se trate.
2. En caso de vacante, asumirá la presidencia de la Sala el Presidente de la Audiencia o 
Tribunal, si lo estimare procedente.
Artículo 210.  
1. Las sustituciones de jueces y magistrados en órganos judiciales unipersonales se";False
2;"1.ª Por haber expirado el término de su mandato, que se entenderá agotado, en todo 
caso, en la misma fecha en que concluya el del Consejo por el que hubiere sido elegido.
2.ª Por renuncia.
3.ª Por decisión del Pleno del Consejo General del Poder Judicial, a causa de notoria 
incapacidad o incumplimiento grave de los deberes del cargo, apreciados por tres quintos de 
sus miembros.
2. Las causas segunda y tercera de este artículo se comunicarán al Gobierno por 
mediación del Ministro de Justicia. En tales casos se procederá a nuevo nombramiento de 
Presidente del Tribunal Supremo y del Consejo General del Poder Judicial.
Artículo 589.  
1. En el primer Pleno ordinario del Consejo General del Poder Judicial posterior a la 
elección del Presidente del Tribunal Supremo y del Consejo General del Poder Judicial, se 
deberá elegir al Vicepresidente del Tribunal Supremo.
2. El Vicepresidente del Tribunal Supremo será nombrado, por mayoría absoluta, por el 
Pleno del Consejo General del Poder Judicial, a propuesta del Presidente. Para figurar en la 
propuesta será preciso tener la categoría de Magistrado del Tribunal Supremo, estar en";False
3;"Artículo 337.  
Los Presidentes de las Audiencias Provinciales serán nombrados por un período de 
cinco años renovable por un único mandato de otros cinco años, a propuesta del Consejo 
General del Poder Judicial, entre los magistrados que lo soliciten, de entre los que lleven 
diez años de servicios en la carrera.
Artículo 338.  
Los Presidentes de la Audiencia Nacional, de los Tribunales Superiores de Justicia, de 
las Audiencias, de Sala de la Audiencia Nacional y de Sala de los Tribunales Superiores de 
Justicia, cesarán por alguna de las causas siguientes:
1.º Por expiración de su mandato, salvo que sean confirmados por un único mandato de 
otros cinco años.
2.º Por dimisión, aceptada por el Consejo General.
3.º Por resolución acordada en expediente disciplinario.
Artículo 339.  
El Presidente de la Audiencia Nacional y los Presidentes de los Tribunales Superiores de 
Justicia, cuando cesen en el cargo, quedarán adscritos, a su elección, al Tribunal o 
Audiencia en que cesen o a aquél del que provinieran en su último destino, hasta la 
adjudicación de la plaza correspondiente del que hubieren elegido. Si hubieren agotado la";False
3;"refrendado por el Presidente del Gobierno.
5. El Presidente del Tribunal Supremo prestará juramento o promesa ante el Rey y 
tomará posesión de su cargo ante el Pleno de dicho Alto Tribunal.
Artículo 587.  
1. La duración del mandato del Presidente del Tribunal Supremo y del Consejo General 
del Poder Judicial coincidirá con la del Consejo que lo haya elegido.
2. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial podrá 
ser reelegido y nombrado, por una sola vez, para un nuevo mandato.
Artículo 588.  
1. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial cesará 
por las siguientes causas:CÓDIGO PROCESAL PENAL
§ 3  Ley Orgánica del Poder Judicial
– 416 –";False
3;"Artículo 208.  
1. El Presidente del Tribunal Supremo, el Presidente de la Audiencia Nacional y los 
Presidentes de los Tribunales Superiores de Justicia serán sustituidos por el Presidente de la 
Sala de la misma sede más antiguo en el cargo. No obstante, la Sala de Gobierno será 
convocada y presidida por el Presidente de Sala más antiguo en el cargo, aunque sea de 
distinta sede.
2. Los Presidentes de las Audiencias Provinciales serán sustituidos por el Presidente de 
Sección más antiguo o, si no las hubiere, por el Magistrado con mejor puesto en el 
escalafón.
3. Cuando la plantilla de la Audiencia no comprenda otra plaza que la de su Presidente, 
le sustituirá el Magistrado titular que se hallare en turno para acudir a completar la Audiencia.
Artículo 209.  
1. Los Presidentes de las Salas y de las Secciones serán sustituidos por el Magistrado 
con mejor puesto en el escalafón de la Sala o Sección de que se trate.
2. En caso de vacante, asumirá la presidencia de la Sala el Presidente de la Audiencia o 
Tribunal, si lo estimare procedente.
Artículo 210.  
1. Las sustituciones de jueces y magistrados en órganos judiciales unipersonales se";False
3;"1.ª Por haber expirado el término de su mandato, que se entenderá agotado, en todo 
caso, en la misma fecha en que concluya el del Consejo por el que hubiere sido elegido.
2.ª Por renuncia.
3.ª Por decisión del Pleno del Consejo General del Poder Judicial, a causa de notoria 
incapacidad o incumplimiento grave de los deberes del cargo, apreciados por tres quintos de 
sus miembros.
2. Las causas segunda y tercera de este artículo se comunicarán al Gobierno por 
mediación del Ministro de Justicia. En tales casos se procederá a nuevo nombramiento de 
Presidente del Tribunal Supremo y del Consejo General del Poder Judicial.
Artículo 589.  
1. En el primer Pleno ordinario del Consejo General del Poder Judicial posterior a la 
elección del Presidente del Tribunal Supremo y del Consejo General del Poder Judicial, se 
deberá elegir al Vicepresidente del Tribunal Supremo.
2. El Vicepresidente del Tribunal Supremo será nombrado, por mayoría absoluta, por el 
Pleno del Consejo General del Poder Judicial, a propuesta del Presidente. Para figurar en la 
propuesta será preciso tener la categoría de Magistrado del Tribunal Supremo, estar en";False
3;"Artículo 433.  
1. Quienes ocuparen plazas judiciales en régimen de provisión temporal cesarán:
a) Por transcurso de plazo para el que fueron nombrados.
b) Por dimisión, aceptada por la Sala de Gobierno que los nombró.
c) Por cumplir la edad de setenta y dos años.
d) Por decisión de dicha Sala, cuando incurrieren en alguna de las causas de 
incapacidad, incompatibilidad o prohibición establecida en esta Ley, previa una sumaria 
información con audiencia del interesado y del Ministerio Fiscal.
e) Por acuerdo de aquélla, cuando se advirtiere en ellos falta de aptitud o idoneidad para 
el ejercicio de cargo y cuando dejaren de atender diligentemente los deberes de éste con las 
mismas garantías en cuanto a procedimiento establecidas en la letra anterior.
f) Cuando fuere nombrado un Juez titular para la plaza servida en régimen de provisión 
temporal.
2. Los ceses, cualquiera que fuere la causa que los determine, se comunicarán al 
Consejo General del Poder Judicial.
TÍTULO V
De la formación continua de los jueces y magistrados
Artículo 433 bis.  
1. El Consejo General del Poder Judicial garantizará que todos los Jueces y Magistrados";False
4;"Artículo 337.  
Los Presidentes de las Audiencias Provinciales serán nombrados por un período de 
cinco años renovable por un único mandato de otros cinco años, a propuesta del Consejo 
General del Poder Judicial, entre los magistrados que lo soliciten, de entre los que lleven 
diez años de servicios en la carrera.
Artículo 338.  
Los Presidentes de la Audiencia Nacional, de los Tribunales Superiores de Justicia, de 
las Audiencias, de Sala de la Audiencia Nacional y de Sala de los Tribunales Superiores de 
Justicia, cesarán por alguna de las causas siguientes:
1.º Por expiración de su mandato, salvo que sean confirmados por un único mandato de 
otros cinco años.
2.º Por dimisión, aceptada por el Consejo General.
3.º Por resolución acordada en expediente disciplinario.
Artículo 339.  
El Presidente de la Audiencia Nacional y los Presidentes de los Tribunales Superiores de 
Justicia, cuando cesen en el cargo, quedarán adscritos, a su elección, al Tribunal o 
Audiencia en que cesen o a aquél del que provinieran en su último destino, hasta la 
adjudicación de la plaza correspondiente del que hubieren elegido. Si hubieren agotado la";False
4;"refrendado por el Presidente del Gobierno.
5. El Presidente del Tribunal Supremo prestará juramento o promesa ante el Rey y 
tomará posesión de su cargo ante el Pleno de dicho Alto Tribunal.
Artículo 587.  
1. La duración del mandato del Presidente del Tribunal Supremo y del Consejo General 
del Poder Judicial coincidirá con la del Consejo que lo haya elegido.
2. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial podrá 
ser reelegido y nombrado, por una sola vez, para un nuevo mandato.
Artículo 588.  
1. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial cesará 
por las siguientes causas:CÓDIGO PROCESAL PENAL
§ 3  Ley Orgánica del Poder Judicial
– 416 –";False
4;"Artículo 208.  
1. El Presidente del Tribunal Supremo, el Presidente de la Audiencia Nacional y los 
Presidentes de los Tribunales Superiores de Justicia serán sustituidos por el Presidente de la 
Sala de la misma sede más antiguo en el cargo. No obstante, la Sala de Gobierno será 
convocada y presidida por el Presidente de Sala más antiguo en el cargo, aunque sea de 
distinta sede.
2. Los Presidentes de las Audiencias Provinciales serán sustituidos por el Presidente de 
Sección más antiguo o, si no las hubiere, por el Magistrado con mejor puesto en el 
escalafón.
3. Cuando la plantilla de la Audiencia no comprenda otra plaza que la de su Presidente, 
le sustituirá el Magistrado titular que se hallare en turno para acudir a completar la Audiencia.
Artículo 209.  
1. Los Presidentes de las Salas y de las Secciones serán sustituidos por el Magistrado 
con mejor puesto en el escalafón de la Sala o Sección de que se trate.
2. En caso de vacante, asumirá la presidencia de la Sala el Presidente de la Audiencia o 
Tribunal, si lo estimare procedente.
Artículo 210.  
1. Las sustituciones de jueces y magistrados en órganos judiciales unipersonales se";False
4;"1.ª Por haber expirado el término de su mandato, que se entenderá agotado, en todo 
caso, en la misma fecha en que concluya el del Consejo por el que hubiere sido elegido.
2.ª Por renuncia.
3.ª Por decisión del Pleno del Consejo General del Poder Judicial, a causa de notoria 
incapacidad o incumplimiento grave de los deberes del cargo, apreciados por tres quintos de 
sus miembros.
2. Las causas segunda y tercera de este artículo se comunicarán al Gobierno por 
mediación del Ministro de Justicia. En tales casos se procederá a nuevo nombramiento de 
Presidente del Tribunal Supremo y del Consejo General del Poder Judicial.
Artículo 589.  
1. En el primer Pleno ordinario del Consejo General del Poder Judicial posterior a la 
elección del Presidente del Tribunal Supremo y del Consejo General del Poder Judicial, se 
deberá elegir al Vicepresidente del Tribunal Supremo.
2. El Vicepresidente del Tribunal Supremo será nombrado, por mayoría absoluta, por el 
Pleno del Consejo General del Poder Judicial, a propuesta del Presidente. Para figurar en la 
propuesta será preciso tener la categoría de Magistrado del Tribunal Supremo, estar en";False
4;"c) En virtud de sanción disciplinaria de separación de la Carrera Judicial.
d) Por la condena a pena privativa de libertad por razón de delito doloso. En los casos en 
que la pena no fuera superior a seis meses, el Consejo General del Poder Judicial, de forma 
motivada y atendiendo a la entidad del delito cometido, podrá sustituir la pérdida de la 
condición de Magistrado o Juez por la sanción prevista en el artículo 420.1, d).
e) Por haber incurrido en alguna de las causas de incapacidad, salvo que proceda su 
jubilación.
f) Por jubilación.
2. La separación en los casos previstos en las letras b), c), d) y e) del apartado anterior 
se acordará previo expediente, con intervención del Ministerio Fiscal.
Artículo 380.  
Quienes hubieren perdido la condición de Juez o Magistrado por cualquiera de las 
causas previstas en los apartados a), b), c) y d) del artículo anterior, podrán solicitar del 
Consejo General del Poder Judicial su rehabilitación, una vez obtenida la establecida en el 
Código Penal, si procediere.
Artículo 381.  
1. La rehabilitación se concederá por el Consejo General del Poder Judicial cuando se";False
4;"Artículo 433.  
1. Quienes ocuparen plazas judiciales en régimen de provisión temporal cesarán:
a) Por transcurso de plazo para el que fueron nombrados.
b) Por dimisión, aceptada por la Sala de Gobierno que los nombró.
c) Por cumplir la edad de setenta y dos años.
d) Por decisión de dicha Sala, cuando incurrieren en alguna de las causas de 
incapacidad, incompatibilidad o prohibición establecida en esta Ley, previa una sumaria 
información con audiencia del interesado y del Ministerio Fiscal.
e) Por acuerdo de aquélla, cuando se advirtiere en ellos falta de aptitud o idoneidad para 
el ejercicio de cargo y cuando dejaren de atender diligentemente los deberes de éste con las 
mismas garantías en cuanto a procedimiento establecidas en la letra anterior.
f) Cuando fuere nombrado un Juez titular para la plaza servida en régimen de provisión 
temporal.
2. Los ceses, cualquiera que fuere la causa que los determine, se comunicarán al 
Consejo General del Poder Judicial.
TÍTULO V
De la formación continua de los jueces y magistrados
Artículo 433 bis.  
1. El Consejo General del Poder Judicial garantizará que todos los Jueces y Magistrados";False
4;"1. La suspensión tendrá carácter definitivo cuando se imponga en virtud de condena o 
como sanción disciplinaria, computándose el tiempo de suspensión provisional.
2. La suspensión definitiva superior a seis meses implicará la pérdida del destino. La 
vacante producida se cubrirá en forma ordinaria.
3. La suspensión definitiva supondrá la privación de todos los derechos inherentes a la 
condición de juez o magistrado hasta, en su caso, su reingreso al servicio activo.
4. En tanto no transcurra el plazo de suspensión no procederá cambio alguno de 
situación administrativa.
Artículo 366.  
1. El juez o magistrado suspenso definitivamente deberá solicitar el reingreso al servicio 
activo con un mes de antelación a la finalización del período de suspensión. El reingreso 
producirá efectos económicos y administrativos desde la fecha de extinción de la 
responsabilidad penal o disciplinaria.
2. Si no fuera solicitado el reingreso en el tiempo señalado en el apartado anterior, se le 
declarará en situación de excedencia voluntaria por interés particular, con efectos desde la 
fecha en que finalizare el período de suspensión.
Artículo 367.  
1. (Anulado).";False
4;"participen en todos los concursos que se anuncien para cubrir plazas de su categoría hasta 
obtener destino. De no hacerlo así, se les declarará en situación de excedencia voluntaria 
por interés particular.
Artículo 361.  
1. El juez o magistrado será declarado en situación de suspensión de funciones, 
provisional o definitiva, en los casos y en la forma establecidos en esta Ley.
2. El juez o magistrado declarado suspenso quedará privado del ejercicio de sus 
funciones durante el tiempo que dure la suspensión.CÓDIGO PROCESAL PENAL
§ 3  Ley Orgánica del Poder Judicial
– 330 –";False
4;"c) En virtud de sanción disciplinaria de separación de la Carrera Judicial.
d) Por la condena a pena privativa de libertad por razón de delito doloso. En los casos en 
que la pena no fuera superior a seis meses, el Consejo General del Poder Judicial, de forma 
motivada y atendiendo a la entidad del delito cometido, podrá sustituir la pérdida de la 
condición de Magistrado o Juez por la sanción prevista en el artículo 420.1, d).
e) Por haber incurrido en alguna de las causas de incapacidad, salvo que proceda su 
jubilación.
f) Por jubilación.
2. La separación en los casos previstos en las letras b), c), d) y e) del apartado anterior 
se acordará previo expediente, con intervención del Ministerio Fiscal.
Artículo 380.  
Quienes hubieren perdido la condición de Juez o Magistrado por cualquiera de las 
causas previstas en los apartados a), b), c) y d) del artículo anterior, podrán solicitar del 
Consejo General del Poder Judicial su rehabilitación, una vez obtenida la establecida en el 
Código Penal, si procediere.
Artículo 381.  
1. La rehabilitación se concederá por el Consejo General del Poder Judicial cuando se";False
4;"1. La rehabilitación se concederá por el Consejo General del Poder Judicial cuando se 
acredite el cese definitivo o la inexistencia, en su caso, de la causa que dio lugar a la 
separación, valorando las circunstancias de todo orden.
2. Si la rehabilitación se denegare, no podrá iniciarse nuevo procedimiento para 
obtenerla en los tres años siguientes, plazo que se computará a partir de la resolución 
denegatoria inicial del Consejo General del Poder Judicial.
Artículo 382.  
El Juez o Magistrado que hubiere sido rehabilitado será destinado con arreglo a lo 
dispuesto en esta ley.
Artículo 383.  
La suspensión de los Jueces y Magistrados sólo tendrá lugar en los casos siguientes:
1.º Cuando se hubiere declarado haber lugar a proceder contra ellos por delitos 
cometidos en el ejercicio de sus funciones.
2.º Cuando por cualquier otro delito doloso se hubiere dictado contra ellos auto de 
prisión, de libertad bajo fianza o de procesamiento.
3.º Cuando se decretare en expediente disciplinario o de incapacidad, ya con carácter 
provisional, ya definitivo.
4.º Por sentencia firme condenatoria en que se imponga como pena principal o accesoria";False
4;"pronuncie sobre la abstención no será susceptible de recurso alguno.
5. En todo caso, la suspensión del proceso terminará cuando el sustituto reciba las 
actuaciones o se integre en la Sala o Sección a que pertenecía el abstenido.
Artículo 222.  
La abstención y la sustitución del juez o magistrado que se ha abstenido serán 
comunicadas a las partes, incluyendo el nombre del sustituto.CÓDIGO PROCESAL PENAL
§ 3  Ley Orgánica del Poder Judicial
– 288 –";False
4;"las demás.
Cuando la estime procedente, mandará remitir los autos al Tribunal o Juez que considere 
competente, y se abstendrá de resolver sobre las demás.
Artículo 675.  
Cuando se declare haber lugar a cualquiera de las excepciones comprendidas en los 
números 2.º, 3.º y 4.º del artículo 666, se sobreseerá libremente, mandando que se ponga en 
libertad al procesado o procesados que no estén presos por otra causa.
Artículo 676.  
Si el Tribunal no estimare suficientemente justificada la declinatoria, declarará no haber 
lugar a ella, confirmando su competencia para conocer del delito.
Si no estima justificada cualquier otra, declarará simplemente no haber lugar a su 
admisión mandando en consecuencia continuar la causa según su estado.CÓDIGO PROCESAL PENAL
§ 2  Ley de Enjuiciamiento Criminal
– 146 –";False
